#filename,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Precision (%),Mean Precision (%),Histogram Limits,HistogramDetection_time_spent_on_frame (seconds),Histogram Total_time_spent_on_frame (seconds)
frame176.jpg,0.0766390324,0.0766920567,14.9335963726,14.9441655636,,100,,,,
frame177.jpg,0.087665081,0.0877484322,15.0212614536,15.0319139957,,100,,,,
frame178.jpg,0.0785163879,0.0785770416,15.0997778416,15.1104910374,,100,,,,
frame179.jpg,0.087659502,0.0877237797,15.1874373436,15.198214817,,100,,,,
frame180.jpg,0.0795761108,0.079630518,15.2670134544,15.277845335,,100,,,,
frame181.jpg,0.0937995434,0.0938597679,15.3608129978,15.3717051029,,100,,,,
frame182.jpg,0.086889267,0.0869531155,15.4477022648,15.4586582184,,100,,,,
frame183.jpg,0.0979321957,0.0979868412,15.5456344604,15.5566450596,,100,,,,
frame184.jpg,0.0858538628,0.0859121323,15.6314883232,15.6425571918,,100,,,,
frame185.jpg,0.1027356625,0.1028024673,15.7342239857,15.7453596592,,100,,,,
frame186.jpg,0.0837012291,0.0837661743,15.8179252148,15.8291258335,,100,,,,
frame187.jpg,0.0943500996,0.0944207668,15.9122753143,15.9235466003,,100,,,,
frame188.jpg,0.0861588001,0.0862163544,15.9984341145,16.0097629547,,100,,,,
frame189.jpg,0.0958982944,0.0959598064,16.0943324089,16.1057227612,,100,,,,
frame190.jpg,0.08618536,0.0862442493,16.1805177689,16.1919670105,,100,,,,
frame191.jpg,0.0953544617,0.0954177856,16.2758722305,16.2873847961,,100,,,,
frame192.jpg,0.0856790066,0.0857363701,16.3615512371,16.3731211662,,100,,,,
frame193.jpg,0.0969472885,0.0970049858,16.4584985256,16.470126152,,100,,,,
frame194.jpg,0.0871852398,0.087241745,16.5456837654,16.557367897,,100,,,,
frame195.jpg,0.0957602978,0.095822525,16.6414440632,16.6531904221,,100,,,,
frame196.jpg,0.0862228394,0.086288166,16.7276669025,16.7394785881,,100,,,,
frame197.jpg,0.0933531284,0.0934116364,16.821020031,16.8328902245,,100,,,,
frame198.jpg,0.0888916969,0.0889564514,16.9099117279,16.9218466759,,100,,,,
frame199.jpg,0.0935413837,0.093598032,17.0034531116,17.0154447079,,100,,,,
frame200.jpg,0.0871605873,0.087221384,17.090613699,17.1026660919,,100,,,,
frame201.jpg,0.0988057613,0.0988697529,17.1894194603,17.2015358448,,100,,,,
frame202.jpg,0.0878473759,0.0879060268,17.2772668362,17.2894418716,,100,,,,
frame203.jpg,0.1064296722,0.1064896584,17.3836965084,17.39593153,,100,,,,
